_id,type,level,miliseconds,action
5540,5,61,1.58E+12,Left
5541,4,27,1.58E+12,No
5542,5,75,1.58E+12,Left
5543,4,20,1.58E+12,No
5544,5,63,1.58E+12,Left
5545,22,42,1.58E+12,No
5546,4,26,1.58E+12,No
5547,5,61,1.58E+12,Left
5548,4,37,1.58E+12,No
5549,5,69,1.58E+12,Left
5550,4,41,1.58E+12,No
5551,5,56,1.58E+12,No
5552,4,57,1.58E+12,No
5553,5,77,1.58E+12,Left
5554,4,50,1.58E+12,No
5555,5,67,1.58E+12,Left
5556,4,37,1.58E+12,No
5557,5,63,1.58E+12,Left
5558,22,79,1.58E+12,Stop
5559,4,26,1.58E+12,No
5560,5,53,1.58E+12,No
5561,22,42,1.58E+12,No
5562,4,16,1.58E+12,No
5563,5,40,1.58E+12,No
5564,4,24,1.58E+12,No
5565,5,47,1.58E+12,No
5566,22,63,1.58E+12,Stop
5567,22,71,1.58E+12,Stop
5568,4,24,1.58E+12,No
5569,5,44,1.58E+12,No
5570,22,38,1.58E+12,No
5571,4,26,1.58E+12,No
5572,5,35,1.58E+12,No
5573,4,34,1.58E+12,No
5574,5,37,1.58E+12,No
5575,22,40,1.58E+12,No
5576,22,58,1.58E+12,No
5577,22,46,1.58E+12,No
5578,4,34,1.58E+12,No
5579,5,34,1.58E+12,No
5580,22,40,1.58E+12,No
5581,4,35,1.58E+12,No
5582,5,27,1.58E+12,No
5583,22,56,1.58E+12,No
5584,4,30,1.58E+12,No
5585,5,41,1.58E+12,No
5586,22,87,1.58E+12,Stop
5587,4,34,1.58E+12,No
5588,5,27,1.58E+12,No
5589,22,42,1.58E+12,No
5590,4,23,1.58E+12,No
5591,5,23,1.58E+12,No
5592,22,42,1.58E+12,No
5593,22,45,1.58E+12,No
5594,22,39,1.58E+12,No
5595,4,24,1.58E+12,No
5596,5,20,1.58E+12,No
5597,22,41,1.58E+12,No
5598,22,50,1.58E+12,No
5599,4,26,1.58E+12,No
5600,5,44,1.58E+12,No
5601,22,47,1.58E+12,No
5602,22,38,1.58E+12,No
5603,4,23,1.58E+12,No
5604,5,41,1.58E+12,No
5605,22,76,1.58E+12,Stop
5606,22,71,1.58E+12,Stop
5607,4,30,1.58E+12,No
5608,5,63,1.58E+12,Left
5609,22,51,1.58E+12,No
5610,22,55,1.58E+12,No
5611,22,58,1.58E+12,No
5612,4,26,1.58E+12,No
5613,5,53,1.58E+12,No
5614,4,24,1.58E+12,No
5615,5,24,1.58E+12,No
5616,22,41,1.58E+12,No
5617,4,29,1.58E+12,No
5618,5,29,1.58E+12,No
5619,22,38,1.58E+12,No
5620,22,39,1.58E+12,No
5621,4,26,1.58E+12,No
5622,5,13,1.58E+12,No
5623,22,40,1.58E+12,No
5624,22,40,1.58E+12,No
5625,4,38,1.58E+12,No
5626,5,34,1.58E+12,No
5627,22,57,1.58E+12,No
5628,22,50,1.58E+12,No
5629,4,38,1.58E+12,No
5630,5,38,1.58E+12,No
5631,22,39,1.58E+12,No
5632,4,27,1.58E+12,No
5633,5,48,1.58E+12,No
5634,22,58,1.58E+12,No
5635,22,56,1.58E+12,No
5636,4,21,1.58E+12,No
5637,5,64,1.58E+12,Left
5638,22,44,1.58E+12,No
5639,4,8,1.58E+12,No
5640,5,77,1.58E+12,Left
5641,22,46,1.58E+12,No
5642,22,43,1.58E+12,No
5643,4,20,1.58E+12,No
5644,5,75,1.58E+12,Left
5645,4,20,1.58E+12,No
5646,5,77,1.58E+12,Left
5647,22,38,1.58E+12,No
5648,4,14,1.58E+12,No
5649,5,78,1.58E+12,Left
5650,22,41,1.58E+12,No
5651,22,41,1.58E+12,No
5652,4,17,1.58E+12,No
5653,5,67,1.58E+12,Left
5654,4,17,1.58E+12,No
5655,5,78,1.58E+12,Left
5656,22,33,1.58E+12,No
5657,22,41,1.58E+12,No
5658,4,21,1.58E+12,No
5659,5,56,1.58E+12,No
5660,4,24,1.58E+12,No
5661,5,23,1.58E+12,No
5662,22,56,1.58E+12,No
5663,4,14,1.58E+12,No
5664,5,11,1.58E+12,No
5665,22,38,1.58E+12,No
5666,4,1,1.58E+12,No
5667,5,1,1.58E+12,No
5668,4,3,1.58E+12,No
5669,5,11,1.58E+12,No
5670,22,37,1.58E+12,No
5671,22,37,1.58E+12,No
5672,22,59,1.58E+12,No
5673,4,1,1.58E+12,No
5674,5,40,1.58E+12,No
5675,22,42,1.58E+12,No
5676,4,16,1.58E+12,No
5677,5,44,1.58E+12,No
5678,4,23,1.58E+12,No
5679,5,43,1.58E+12,No
5680,4,21,1.58E+12,No
5681,5,34,1.58E+12,No
5682,4,35,1.58E+12,No
5683,5,24,1.58E+12,No
5684,22,56,1.58E+12,No
5685,4,35,1.58E+12,No
5686,5,29,1.58E+12,No
5687,4,40,1.58E+12,No
5688,5,35,1.58E+12,No
5689,22,92,1.58E+12,Stop
5690,4,44,1.58E+12,No
5691,5,54,1.58E+12,No
5692,22,40,1.58E+12,No
5693,22,40,1.58E+12,No
5694,4,50,1.58E+12,No
5695,5,64,1.58E+12,Left
5696,4,50,1.58E+12,No
5697,5,66,1.58E+12,Left
5698,4,41,1.58E+12,No
5699,5,53,1.58E+12,No
5700,22,41,1.58E+12,No
5701,22,41,1.58E+12,No
5702,22,42,1.58E+12,No
5703,4,37,1.58E+12,No
5704,5,37,1.58E+12,No
5705,22,45,1.58E+12,No
5706,4,37,1.58E+12,No
5707,5,37,1.58E+12,No
5708,4,37,1.58E+12,No
5709,5,37,1.58E+12,No
5710,4,37,1.58E+12,No
5711,5,37,1.58E+12,No
5712,4,37,1.58E+12,No
5713,5,37,1.58E+12,No
5714,22,55,1.58E+12,No
5715,4,27,1.58E+12,No
5716,5,13,1.58E+12,No
5717,22,40,1.58E+12,No
5718,4,29,1.58E+12,No
5719,5,17,1.58E+12,No
5720,4,51,1.58E+12,No
5721,5,43,1.58E+12,No
5722,22,38,1.58E+12,No
5723,22,46,1.58E+12,No
5724,4,48,1.58E+12,No
5725,5,60,1.58E+12,Left
5726,4,47,1.58E+12,No
5727,5,75,1.58E+12,Left
5728,22,39,1.58E+12,No
5729,4,50,1.58E+12,No
5730,5,69,1.58E+12,Left
5731,4,50,1.58E+12,No
5732,5,69,1.58E+12,Left
5733,22,93,1.58E+12,Stop
5734,22,110,1.58E+12,Stop
5735,4,50,1.58E+12,No
5736,5,69,1.58E+12,Left
5737,4,37,1.58E+12,No
5738,5,51,1.58E+12,No
5739,4,50,1.58E+12,No
5740,5,50,1.58E+12,No
5741,22,41,1.58E+12,No
5742,4,48,1.58E+12,No
5743,5,41,1.58E+12,No
5744,4,43,1.58E+12,No
5745,5,47,1.58E+12,No
5746,4,37,1.58E+12,No
5747,5,50,1.58E+12,No
5748,22,53,1.58E+12,No
5749,4,21,1.58E+12,No
5750,5,47,1.58E+12,No
5751,4,26,1.58E+12,No
5752,5,51,1.58E+12,No
5753,4,29,1.58E+12,No
5754,5,48,1.58E+12,No
5755,4,34,1.58E+12,No
5756,5,64,1.58E+12,Left
5757,4,41,1.58E+12,No
5758,5,54,1.58E+12,No
5759,4,47,1.58E+12,No
5760,5,54,1.58E+12,No
5761,22,42,1.58E+12,No
5762,4,38,1.58E+12,No
5763,5,50,1.58E+12,No
5764,22,55,1.58E+12,No
5765,22,40,1.58E+12,No
5766,4,40,1.58E+12,No
5767,5,50,1.58E+12,No
5768,22,58,1.58E+12,No
5769,4,37,1.58E+12,No
5770,5,51,1.58E+12,No
5771,22,77,1.58E+12,Stop
5772,22,41,1.58E+12,No
5773,4,20,1.58E+12,No
5774,5,74,1.58E+12,Left
5775,22,39,1.58E+12,No
5776,22,76,1.58E+12,Stop
5777,4,23,1.58E+12,No
5778,5,75,1.58E+12,Left
5779,22,79,1.58E+12,Stop
5780,22,88,1.58E+12,Stop
5781,22,104,1.58E+12,Stop
5782,22,103,1.58E+12,Stop
5783,4,13,1.58E+12,No
5784,5,70,1.58E+12,Left
5785,22,101,1.58E+12,Stop
5786,22,104,1.58E+12,Stop
5787,22,110,1.58E+12,Stop
5788,4,7,1.58E+12,No
5789,5,66,1.58E+12,Left
5790,22,104,1.58E+12,Stop
5791,22,102,1.58E+12,Stop
5792,22,108,1.58E+12,Stop
5793,22,95,1.58E+12,Stop
5794,4,4,1.58E+12,No
5795,5,38,1.58E+12,No
5796,22,90,1.58E+12,Stop
5797,4,1,1.58E+12,No
5798,5,27,1.58E+12,No
5799,4,14,1.58E+12,No
5800,5,34,1.58E+12,No
5801,4,34,1.58E+12,No
5802,5,27,1.58E+12,No
5803,22,38,1.58E+12,No
5804,4,43,1.58E+12,No
5805,5,24,1.58E+12,No
5806,22,40,1.58E+12,No
5807,22,62,1.58E+12,Stop
5808,4,38,1.58E+12,No
5809,5,14,1.58E+12,No
5810,22,75,1.58E+12,Stop
5811,4,24,1.58E+12,No
5812,5,51,1.58E+12,No
5813,4,41,1.58E+12,No
5814,5,43,1.58E+12,No
5815,4,44,1.58E+12,No
5816,5,61,1.58E+12,Left
5817,22,92,1.58E+12,Stop
5818,4,47,1.58E+12,No
5819,5,43,1.58E+12,No
5820,22,103,1.58E+12,Stop
5821,22,58,1.58E+12,No
5822,4,50,1.58E+12,No
5823,5,54,1.58E+12,No
5824,22,60,1.58E+12,Stop
5825,22,69,1.58E+12,Stop
5826,4,50,1.58E+12,No
5827,5,54,1.58E+12,No
5828,4,50,1.58E+12,No
5829,5,54,1.58E+12,No
5830,4,50,1.58E+12,No
5831,5,54,1.58E+12,No
5832,4,37,1.58E+12,No
5833,5,60,1.58E+12,Left
5834,4,30,1.58E+12,No
5835,5,54,1.58E+12,No
5836,22,45,1.58E+12,No
5837,4,24,1.58E+12,No
5838,5,60,1.58E+12,Left
5839,4,27,1.58E+12,No
5840,5,56,1.58E+12,No
5841,4,34,1.58E+12,No
5842,5,56,1.58E+12,No
5843,22,38,1.58E+12,No
5844,22,56,1.58E+12,No
5845,4,37,1.58E+12,No
5846,5,63,1.58E+12,Left
5847,4,0,1.58E+12,No
5848,5,0,1.58E+12,No
5849,4,0,1.58E+12,No
5850,5,0,1.58E+12,No
5851,4,0,1.58E+12,No
5852,5,0,1.58E+12,No
5853,4,0,1.58E+12,No
5854,5,0,1.58E+12,No
5855,4,0,1.58E+12,No
5856,5,0,1.58E+12,No
5857,4,0,1.58E+12,No
5858,5,0,1.58E+12,No
5859,4,0,1.58E+12,No
5860,5,0,1.58E+12,No
5861,4,0,1.58E+12,No
5862,5,0,1.58E+12,No
5863,4,0,1.58E+12,No
5864,5,0,1.58E+12,No
5865,4,0,1.58E+12,No
5866,5,0,1.58E+12,No
5867,4,0,1.58E+12,No
5868,5,0,1.58E+12,No
5869,4,0,1.58E+12,No
5870,5,0,1.58E+12,No
5871,4,0,1.58E+12,No
5872,5,0,1.58E+12,No
5873,4,0,1.58E+12,No
5874,5,0,1.58E+12,No
5875,4,0,1.58E+12,No
5876,5,0,1.58E+12,No
5877,4,0,1.58E+12,No
5878,5,0,1.58E+12,No
5879,4,0,1.58E+12,No
5880,5,0,1.58E+12,No
5881,4,0,1.58E+12,No
5882,5,0,1.58E+12,No
5883,4,0,1.58E+12,No
5884,5,0,1.58E+12,No
5885,4,0,1.58E+12,No
5886,5,0,1.58E+12,No
5887,4,0,1.58E+12,No
5888,5,0,1.58E+12,No
5889,4,0,1.58E+12,No
5890,5,0,1.58E+12,No
5891,4,0,1.58E+12,No
5892,5,0,1.58E+12,No
5893,4,0,1.58E+12,No
5894,5,0,1.58E+12,No
5895,4,0,1.58E+12,No
5896,5,0,1.58E+12,No
5897,22,49,1.58E+12,No
5898,4,0,1.58E+12,No
5899,5,0,1.58E+12,No
5900,4,0,1.58E+12,No
5901,5,0,1.58E+12,No
5902,4,0,1.58E+12,No
5903,5,0,1.58E+12,No
5904,4,53,1.58E+12,No
5905,5,53,1.58E+12,No
5906,4,48,1.58E+12,No
5907,5,60,1.58E+12,Left
5908,4,48,1.58E+12,No
5909,5,60,1.58E+12,Left
5910,4,63,1.58E+12,Fwd
5911,5,67,1.58E+12,Left
5912,4,60,1.58E+12,Fwd
5913,5,80,1.58E+12,Left
5914,4,34,1.58E+12,No
5915,5,60,1.58E+12,Left
5916,4,43,1.58E+12,No
5917,5,64,1.58E+12,Left
5918,4,13,1.58E+12,No
5919,5,53,1.58E+12,No
5920,4,1,1.58E+12,No
5921,5,35,1.58E+12,No
5922,22,41,1.58E+12,No
5923,22,53,1.58E+12,No
5924,4,1,1.58E+12,No
5925,5,23,1.58E+12,No
5926,4,1,1.58E+12,No
5927,5,3,1.58E+12,No
5928,4,1,1.58E+12,No
5929,5,3,1.58E+12,No
5930,4,1,1.58E+12,No
5931,5,3,1.58E+12,No
5932,4,1,1.58E+12,No
5933,5,3,1.58E+12,No
5934,4,1,1.58E+12,No
5935,5,1,1.58E+12,No
5936,4,1,1.58E+12,No
5937,5,1,1.58E+12,No
5938,4,8,1.58E+12,No
5939,5,1,1.58E+12,No
5940,22,46,1.58E+12,No
5941,4,13,1.58E+12,No
5942,5,1,1.58E+12,No
5943,4,27,1.58E+12,No
5944,5,11,1.58E+12,No
5945,22,42,1.58E+12,No
5946,4,35,1.58E+12,No
5947,5,8,1.58E+12,No
5948,22,37,1.58E+12,No
5949,4,43,1.58E+12,No
5950,5,20,1.58E+12,No
5951,22,44,1.58E+12,No
5952,4,27,1.58E+12,No
5953,5,13,1.58E+12,No
5954,22,51,1.58E+12,No
5955,4,34,1.58E+12,No
5956,5,7,1.58E+12,No
5957,22,44,1.58E+12,No
5958,4,30,1.58E+12,No
5959,5,8,1.58E+12,No
5960,22,55,1.58E+12,No
5961,4,35,1.58E+12,No
5962,5,1,1.58E+12,No
5963,22,42,1.58E+12,No
5964,22,52,1.58E+12,No
5965,4,40,1.58E+12,No
5966,5,7,1.58E+12,No
5967,22,42,1.58E+12,No
5968,22,73,1.58E+12,Stop
5969,22,41,1.58E+12,No
5970,4,16,1.58E+12,No
5971,5,1,1.58E+12,No
5972,4,20,1.58E+12,No
5973,5,1,1.58E+12,No
5974,22,46,1.58E+12,No
5975,22,40,1.58E+12,No
5976,4,23,1.58E+12,No
5977,5,13,1.58E+12,No
5978,22,41,1.58E+12,No
5979,22,45,1.58E+12,No
5980,22,41,1.58E+12,No
5981,4,23,1.58E+12,No
5982,5,14,1.58E+12,No
5983,4,21,1.58E+12,No
5984,5,10,1.58E+12,No
5985,22,41,1.58E+12,No
5986,22,48,1.58E+12,No
5987,4,13,1.58E+12,No
5988,5,17,1.58E+12,No
5989,22,40,1.58E+12,No
5990,22,39,1.58E+12,No
5991,4,8,1.58E+12,No
5992,5,4,1.58E+12,No
5993,22,38,1.58E+12,No
5994,22,38,1.58E+12,No
5995,4,1,1.58E+12,No
5996,5,1,1.58E+12,No
5997,4,14,1.58E+12,No
5998,5,14,1.58E+12,No
5999,4,14,1.58E+12,No
6000,5,14,1.58E+12,No
6001,4,29,1.58E+12,No
6002,5,27,1.58E+12,No
6003,4,29,1.58E+12,No
6004,5,30,1.58E+12,No
6005,22,43,1.58E+12,No
6006,4,41,1.58E+12,No
6007,5,43,1.58E+12,No
6008,22,39,1.58E+12,No
6009,4,37,1.58E+12,No
6010,5,27,1.58E+12,No
6011,4,29,1.58E+12,No
6012,5,23,1.58E+12,No
6013,4,23,1.58E+12,No
6014,5,34,1.58E+12,No
6015,22,41,1.58E+12,No
6016,4,17,1.58E+12,No
6017,5,29,1.58E+12,No
6018,22,40,1.58E+12,No
6019,22,40,1.58E+12,No
6020,4,14,1.58E+12,No
6021,5,35,1.58E+12,No
6022,22,38,1.58E+12,No
6023,4,17,1.58E+12,No
6024,5,27,1.58E+12,No
6025,22,40,1.58E+12,No
6026,4,13,1.58E+12,No
6027,5,21,1.58E+12,No
6028,4,30,1.58E+12,No
6029,5,30,1.58E+12,No
6030,22,42,1.58E+12,No
6031,22,39,1.58E+12,No
6032,22,41,1.58E+12,No
6033,4,24,1.58E+12,No
6034,5,16,1.58E+12,No
6035,4,20,1.58E+12,No
6036,5,29,1.58E+12,No
6037,22,40,1.58E+12,No
6038,22,38,1.58E+12,No
6039,22,41,1.58E+12,No
6040,4,26,1.58E+12,No
6041,5,26,1.58E+12,No
6042,4,23,1.58E+12,No
6043,5,23,1.58E+12,No
6044,22,42,1.58E+12,No
6045,22,42,1.58E+12,No
6046,4,23,1.58E+12,No
6047,5,40,1.58E+12,No
6048,4,23,1.58E+12,No
6049,5,43,1.58E+12,No
6050,22,41,1.58E+12,No
6051,22,43,1.58E+12,No
6052,22,41,1.58E+12,No
6053,4,26,1.58E+12,No
6054,5,48,1.58E+12,No
6055,4,23,1.58E+12,No
6056,5,56,1.58E+12,No
6057,22,43,1.58E+12,No
6058,4,27,1.58E+12,No
6059,5,57,1.58E+12,No
6060,4,35,1.58E+12,No
6061,5,48,1.58E+12,No
6062,4,40,1.58E+12,No
6063,5,48,1.58E+12,No
6064,22,53,1.58E+12,No
6065,22,55,1.58E+12,No
6066,22,43,1.58E+12,No
6067,22,39,1.58E+12,No
6068,4,38,1.58E+12,No
6069,5,56,1.58E+12,No
6070,22,43,1.58E+12,No
6071,22,50,1.58E+12,No
6072,4,38,1.58E+12,No
6073,5,61,1.58E+12,Left
6074,22,41,1.58E+12,No
6075,4,34,1.58E+12,No
6076,5,75,1.58E+12,Left
6077,22,60,1.58E+12,Stop
6078,22,40,1.58E+12,No
6079,4,27,1.58E+12,No
6080,5,74,1.58E+12,Left
6081,22,45,1.58E+12,No
6082,4,27,1.58E+12,No
6083,5,51,1.58E+12,No
6084,22,40,1.58E+12,No
6085,22,41,1.58E+12,No
6086,4,14,1.58E+12,No
6087,5,41,1.58E+12,No
6088,22,47,1.58E+12,No
6089,22,56,1.58E+12,No
6090,22,38,1.58E+12,No
6091,4,14,1.58E+12,No
6092,5,30,1.58E+12,No
6093,22,40,1.58E+12,No
6094,4,20,1.58E+12,No
6095,5,37,1.58E+12,No
6096,22,45,1.58E+12,No
6097,22,42,1.58E+12,No
6098,4,27,1.58E+12,No
6099,5,54,1.58E+12,No
6100,22,39,1.58E+12,No
6101,22,51,1.58E+12,No
6102,4,40,1.58E+12,No
6103,5,63,1.58E+12,Left
6104,22,38,1.58E+12,No
6105,4,48,1.58E+12,No
6106,5,66,1.58E+12,Left
6107,4,60,1.58E+12,Fwd
6108,5,66,1.58E+12,Left
6109,4,53,1.58E+12,No
6110,5,57,1.58E+12,No
6111,22,40,1.58E+12,No
6112,4,61,1.58E+12,Fwd
6113,5,51,1.58E+12,No
6114,22,40,1.58E+12,No
6115,22,51,1.58E+12,No
6116,22,40,1.58E+12,No
6117,4,56,1.58E+12,No
6118,5,47,1.58E+12,No
6119,4,41,1.58E+12,No
6120,5,43,1.58E+12,No
6121,4,35,1.58E+12,No
6122,5,30,1.58E+12,No
6123,4,29,1.58E+12,No
6124,5,29,1.58E+12,No
6125,22,41,1.58E+12,No
6126,4,27,1.58E+12,No
6127,5,34,1.58E+12,No
6128,22,40,1.58E+12,No
6129,4,44,1.58E+12,No
6130,5,35,1.58E+12,No
6131,4,44,1.58E+12,No
6132,5,35,1.58E+12,No
6133,4,41,1.58E+12,No
6134,5,40,1.58E+12,No
6135,4,50,1.58E+12,No
6136,5,50,1.58E+12,No
6137,4,51,1.58E+12,No
6138,5,61,1.58E+12,Left
6139,22,41,1.58E+12,No
6140,4,26,1.58E+12,No
6141,5,54,1.58E+12,No
6142,4,20,1.58E+12,No
6143,5,44,1.58E+12,No
6144,22,39,1.58E+12,No
6145,4,16,1.58E+12,No
6146,5,43,1.58E+12,No
6147,22,39,1.58E+12,No
6148,22,38,1.58E+12,No
6149,4,26,1.58E+12,No
6150,5,38,1.58E+12,No
6151,4,17,1.58E+12,No
6152,5,27,1.58E+12,No
6153,4,29,1.58E+12,No
6154,5,38,1.58E+12,No
6155,4,35,1.58E+12,No
6156,5,30,1.58E+12,No
6157,22,67,1.58E+12,Stop
6158,4,23,1.58E+12,No
6159,5,30,1.58E+12,No
6160,4,38,1.58E+12,No
6161,5,41,1.58E+12,No
6162,22,41,1.58E+12,No
6163,22,43,1.58E+12,No
6164,4,48,1.58E+12,No
6165,5,51,1.58E+12,No
6166,4,30,1.58E+12,No
6167,5,48,1.58E+12,No
6168,4,38,1.58E+12,No
6169,5,57,1.58E+12,No
6170,4,35,1.58E+12,No
6171,5,56,1.58E+12,No
6172,22,44,1.58E+12,No
6173,4,35,1.58E+12,No
6174,5,56,1.58E+12,No
6175,4,35,1.58E+12,No
6176,5,56,1.58E+12,No
6177,22,36,1.58E+12,No
6178,4,35,1.58E+12,No
6179,5,56,1.58E+12,No
6180,4,24,1.58E+12,No
6181,5,43,1.58E+12,No
6182,22,49,1.58E+12,No
6183,4,40,1.58E+12,No
6184,5,48,1.58E+12,No
6185,22,38,1.58E+12,No
6186,4,30,1.58E+12,No
6187,5,29,1.58E+12,No
6188,22,36,1.58E+12,No
6189,22,55,1.58E+12,No
6190,4,37,1.58E+12,No
6191,5,43,1.58E+12,No
6192,22,40,1.58E+12,No
6193,22,40,1.58E+12,No
6194,4,47,1.58E+12,No
6195,5,48,1.58E+12,No
6196,4,64,1.58E+12,Fwd
6197,5,53,1.58E+12,No
6198,4,69,1.58E+12,Fwd
6199,5,50,1.58E+12,No
6200,4,84,1.58E+12,Fwd
6201,5,48,1.58E+12,No
6202,4,80,1.58E+12,Fwd
6203,5,41,1.58E+12,No
6204,22,35,1.58E+12,No
6205,4,54,1.58E+12,No
6206,5,40,1.58E+12,No
6207,4,54,1.58E+12,No
6208,5,40,1.58E+12,No
6209,4,47,1.58E+12,No
6210,5,30,1.58E+12,No
6211,4,51,1.58E+12,No
6212,5,34,1.58E+12,No
6213,4,61,1.58E+12,Fwd
6214,5,40,1.58E+12,No
6215,4,56,1.58E+12,No
6216,5,54,1.58E+12,No
6217,4,54,1.58E+12,No
6218,5,56,1.58E+12,No
6219,4,53,1.58E+12,No
6220,5,66,1.58E+12,Left
6221,4,56,1.58E+12,No
6222,5,63,1.58E+12,Left
6223,4,66,1.58E+12,Fwd
6224,5,63,1.58E+12,Left
6225,4,64,1.58E+12,Fwd
6226,5,69,1.58E+12,Left
6227,22,60,1.58E+12,Stop
6228,4,61,1.58E+12,Fwd
6229,5,63,1.58E+12,Left
6230,4,64,1.58E+12,Fwd
6231,5,57,1.58E+12,No
6232,4,69,1.58E+12,Fwd
6233,5,51,1.58E+12,No
6234,4,70,1.58E+12,Fwd
6235,5,44,1.58E+12,No
6236,22,39,1.58E+12,No
6237,4,70,1.58E+12,Fwd
6238,5,48,1.58E+12,No
6239,4,57,1.58E+12,No
6240,5,40,1.58E+12,No
6241,4,41,1.58E+12,No
6242,5,26,1.58E+12,No
6243,4,54,1.58E+12,No
6244,5,27,1.58E+12,No
6245,4,61,1.58E+12,Fwd
6246,5,26,1.58E+12,No
6247,4,78,1.58E+12,Fwd
6248,5,29,1.58E+12,No
6249,4,87,1.58E+12,Fwd
6250,5,40,1.58E+12,No
6251,4,78,1.58E+12,Fwd
6252,5,47,1.58E+12,No
6253,4,74,1.58E+12,Fwd
6254,5,41,1.58E+12,No
6255,22,46,1.58E+12,No
6256,22,68,1.58E+12,Stop
6257,4,54,1.58E+12,No
6258,5,51,1.58E+12,No
6259,4,53,1.58E+12,No
6260,5,50,1.58E+12,No
6261,4,50,1.58E+12,No
6262,5,50,1.58E+12,No
6263,22,39,1.58E+12,No
6264,4,61,1.58E+12,Fwd
6265,5,56,1.58E+12,No
6266,22,40,1.58E+12,No
6267,4,69,1.58E+12,Fwd
6268,5,48,1.58E+12,No
6269,4,67,1.58E+12,Fwd
6270,5,56,1.58E+12,No
6271,4,63,1.58E+12,Fwd
6272,5,53,1.58E+12,No
6273,4,60,1.58E+12,Fwd
6274,5,47,1.58E+12,No
6275,4,60,1.58E+12,Fwd
6276,5,53,1.58E+12,No
6277,22,41,1.58E+12,No
6278,22,43,1.58E+12,No
6279,4,64,1.58E+12,Fwd
6280,5,41,1.58E+12,No
6281,4,63,1.58E+12,Fwd
6282,5,38,1.58E+12,No
6283,22,44,1.58E+12,No
6284,4,50,1.58E+12,No
6285,5,54,1.58E+12,No
6286,4,50,1.58E+12,No
6287,5,54,1.58E+12,No
6288,4,48,1.58E+12,No
6289,5,48,1.58E+12,No
6290,4,53,1.58E+12,No
6291,5,53,1.58E+12,No
6292,22,40,1.58E+12,No
6293,22,62,1.58E+12,Stop
6294,4,61,1.58E+12,Fwd
6295,5,38,1.58E+12,No
6296,22,45,1.58E+12,No
6297,4,67,1.58E+12,Fwd
6298,5,38,1.58E+12,No
6299,22,44,1.58E+12,No
6300,4,67,1.58E+12,Fwd
6301,5,51,1.58E+12,No
6302,22,39,1.58E+12,No
6303,4,67,1.58E+12,Fwd
6304,5,51,1.58E+12,No
6305,22,43,1.58E+12,No
6306,4,54,1.58E+12,No
6307,5,50,1.58E+12,No
6308,22,38,1.58E+12,No
6309,22,42,1.58E+12,No
6310,4,41,1.58E+12,No
6311,5,26,1.58E+12,No
6312,4,23,1.58E+12,No
6313,5,21,1.58E+12,No
6314,4,20,1.58E+12,No
6315,5,17,1.58E+12,No
6316,4,34,1.58E+12,No
6317,5,16,1.58E+12,No
6318,4,24,1.58E+12,No
6319,5,34,1.58E+12,No
6320,4,43,1.58E+12,No
6321,5,34,1.58E+12,No
6322,4,44,1.58E+12,No
6323,5,34,1.58E+12,No
6324,4,41,1.58E+12,No
6325,5,26,1.58E+12,No
6326,22,39,1.58E+12,No
6327,4,60,1.58E+12,Fwd
6328,5,27,1.58E+12,No
6329,22,57,1.58E+12,No
6330,4,63,1.58E+12,Fwd
6331,5,41,1.58E+12,No
6332,22,51,1.58E+12,No
6333,4,54,1.58E+12,No
6334,5,37,1.58E+12,No
6335,4,61,1.58E+12,Fwd
6336,5,51,1.58E+12,No
6337,22,39,1.58E+12,No
6338,4,54,1.58E+12,No
6339,5,51,1.58E+12,No
6340,4,48,1.58E+12,No
6341,5,50,1.58E+12,No
6342,4,64,1.58E+12,Fwd
6343,5,53,1.58E+12,No
6344,4,75,1.58E+12,Fwd
6345,5,57,1.58E+12,No
6346,22,39,1.58E+12,No
6347,4,67,1.58E+12,Fwd
6348,5,64,1.58E+12,Left
6349,4,74,1.58E+12,Fwd
6350,5,51,1.58E+12,No
6351,22,38,1.58E+12,No
6352,22,58,1.58E+12,No
6353,4,63,1.58E+12,Fwd
6354,5,54,1.58E+12,No
6355,4,40,1.58E+12,No
6356,5,34,1.58E+12,No
6357,4,51,1.58E+12,No
6358,5,24,1.58E+12,No
6359,4,47,1.58E+12,No
6360,5,16,1.58E+12,No
6361,22,45,1.58E+12,No
6362,4,41,1.58E+12,No
6363,5,8,1.58E+12,No
6364,4,41,1.58E+12,No
6365,5,8,1.58E+12,No
6366,4,41,1.58E+12,No
6367,5,8,1.58E+12,No
6368,4,47,1.58E+12,No
6369,5,30,1.58E+12,No
6370,4,47,1.58E+12,No
6371,5,30,1.58E+12,No
6372,4,47,1.58E+12,No
6373,5,30,1.58E+12,No
6374,4,47,1.58E+12,No
6375,5,30,1.58E+12,No
6376,4,47,1.58E+12,No
6377,5,30,1.58E+12,No
6378,4,30,1.58E+12,No
6379,5,26,1.58E+12,No
6380,4,23,1.58E+12,No
6381,5,51,1.58E+12,No
6382,4,20,1.58E+12,No
6383,5,69,1.58E+12,Left
6384,22,42,1.58E+12,No
6385,4,13,1.58E+12,No
6386,5,66,1.58E+12,Left
6387,4,4,1.58E+12,No
6388,5,75,1.58E+12,Left
6389,4,14,1.58E+12,No
6390,5,70,1.58E+12,Left
6391,22,59,1.58E+12,No
6392,4,29,1.58E+12,No
6393,5,74,1.58E+12,Left
6394,4,37,1.58E+12,No
6395,5,77,1.58E+12,Left
6396,4,43,1.58E+12,No
6397,5,75,1.58E+12,Left
