_id,type,level,miliseconds,action
6398,22,44,1.58E+12,No
6399,22,52,1.58E+12,No
6400,4,24,1.58E+12,No
6401,5,74,1.58E+12,Left
6402,4,7,1.58E+12,No
6403,5,51,1.58E+12,No
6404,22,42,1.58E+12,No
6405,22,37,1.58E+12,No
6406,4,1,1.58E+12,No
6407,5,35,1.58E+12,No
6408,4,1,1.58E+12,No
6409,5,27,1.58E+12,No
6410,22,41,1.58E+12,No
6411,4,4,1.58E+12,No
6412,5,21,1.58E+12,No
6413,22,40,1.58E+12,No
6414,4,11,1.58E+12,No
6415,5,35,1.58E+12,No
6416,22,40,1.58E+12,No
6417,4,13,1.58E+12,No
6418,5,30,1.58E+12,No
6419,4,24,1.58E+12,No
6420,5,48,1.58E+12,No
6421,22,45,1.58E+12,No
6422,4,24,1.58E+12,No
6423,5,57,1.58E+12,No
6424,22,39,1.58E+12,No
6425,22,43,1.58E+12,No
6426,4,30,1.58E+12,No
6427,5,60,1.58E+12,Left
6428,4,30,1.58E+12,No
6429,5,69,1.58E+12,Left
6430,4,17,1.58E+12,No
6431,5,60,1.58E+12,Left
6432,22,38,1.58E+12,No
6433,22,39,1.58E+12,No
6434,4,14,1.58E+12,No
6435,5,53,1.58E+12,No
6436,4,1,1.58E+12,No
6437,5,38,1.58E+12,No
6438,22,46,1.58E+12,No
6439,4,7,1.58E+12,No
6440,5,27,1.58E+12,No
6441,4,13,1.58E+12,No
6442,5,37,1.58E+12,No
6443,4,24,1.58E+12,No
6444,5,38,1.58E+12,No
6445,4,21,1.58E+12,No
6446,5,43,1.58E+12,No
6447,22,42,1.58E+12,No
6448,22,51,1.58E+12,No
6449,4,24,1.58E+12,No
6450,5,50,1.58E+12,No
6451,4,26,1.58E+12,No
6452,5,44,1.58E+12,No
6453,22,39,1.58E+12,No
6454,4,24,1.58E+12,No
6455,5,48,1.58E+12,No
6456,22,36,1.58E+12,No
6457,4,29,1.58E+12,No
6458,5,50,1.58E+12,No
6459,22,46,1.58E+12,No
6460,22,40,1.58E+12,No
6461,4,34,1.58E+12,No
6462,5,35,1.58E+12,No
6463,22,41,1.58E+12,No
6464,4,27,1.58E+12,No
6465,5,21,1.58E+12,No
6466,4,29,1.58E+12,No
6467,5,13,1.58E+12,No
6468,4,34,1.58E+12,No
6469,5,13,1.58E+12,No
6470,22,39,1.58E+12,No
6471,4,37,1.58E+12,No
6472,5,35,1.58E+12,No
6473,4,44,1.58E+12,No
6474,5,43,1.58E+12,No
6475,4,40,1.58E+12,No
6476,5,54,1.58E+12,No
6477,22,42,1.58E+12,No
6478,22,50,1.58E+12,No
6479,4,47,1.58E+12,No
6480,5,66,1.58E+12,Left
6481,4,56,1.58E+12,No
6482,5,57,1.58E+12,No
6483,4,56,1.58E+12,No
6484,5,56,1.58E+12,No
6485,22,36,1.58E+12,No
6486,4,63,1.58E+12,Fwd
6487,5,56,1.58E+12,No
6488,4,66,1.58E+12,Fwd
6489,5,41,1.58E+12,No
6490,4,63,1.58E+12,Fwd
6491,5,50,1.58E+12,No
6492,4,80,1.58E+12,Fwd
6493,5,51,1.58E+12,No
6494,4,78,1.58E+12,Fwd
6495,5,38,1.58E+12,No
6496,4,78,1.58E+12,Fwd
6497,5,54,1.58E+12,No
6498,4,64,1.58E+12,Fwd
6499,5,54,1.58E+12,No
6500,4,56,1.58E+12,No
6501,5,50,1.58E+12,No
6502,4,60,1.58E+12,Fwd
6503,5,61,1.58E+12,Left
6504,4,61,1.58E+12,Fwd
6505,5,67,1.58E+12,Left
6506,4,74,1.58E+12,Fwd
6507,5,70,1.58E+12,Left
6508,4,77,1.58E+12,Fwd
6509,5,37,1.58E+12,No
6510,4,77,1.58E+12,Fwd
6511,5,54,1.58E+12,No
6512,4,56,1.58E+12,No
6513,5,47,1.58E+12,No
6514,4,54,1.58E+12,No
6515,5,50,1.58E+12,No
6516,4,50,1.58E+12,No
6517,5,48,1.58E+12,No
6518,4,48,1.58E+12,No
6519,5,51,1.58E+12,No
6520,4,56,1.58E+12,No
6521,5,64,1.58E+12,Left
6522,4,63,1.58E+12,Fwd
6523,5,61,1.58E+12,Left
6524,4,74,1.58E+12,Fwd
6525,5,60,1.58E+12,Left
6526,22,34,1.58E+12,No
6527,4,69,1.58E+12,Fwd
6528,5,51,1.58E+12,No
6529,4,70,1.58E+12,Fwd
6530,5,50,1.58E+12,No
6531,22,40,1.58E+12,No
6532,22,45,1.58E+12,No
6533,4,61,1.58E+12,Fwd
6534,5,51,1.58E+12,No
6535,4,57,1.58E+12,No
6536,5,51,1.58E+12,No
6537,4,60,1.58E+12,Fwd
6538,5,43,1.58E+12,No
6539,4,61,1.58E+12,Fwd
6540,5,41,1.58E+12,No
6541,4,69,1.58E+12,Fwd
6542,5,40,1.58E+12,No
6543,4,61,1.58E+12,Fwd
6544,5,38,1.58E+12,No
6545,22,40,1.58E+12,No
6546,4,57,1.58E+12,No
6547,5,56,1.58E+12,No
6548,4,56,1.58E+12,No
6549,5,56,1.58E+12,No
6550,4,53,1.58E+12,No
6551,5,53,1.58E+12,No
6552,4,56,1.58E+12,No
6553,5,60,1.58E+12,Left
6554,4,61,1.58E+12,Fwd
6555,5,56,1.58E+12,No
6556,4,61,1.58E+12,Fwd
6557,5,60,1.58E+12,Left
6558,22,45,1.58E+12,No
6559,4,63,1.58E+12,Fwd
6560,5,70,1.58E+12,Left
6561,22,52,1.58E+12,No
6562,4,67,1.58E+12,Fwd
6563,5,63,1.58E+12,Left
6564,4,70,1.58E+12,Fwd
6565,5,60,1.58E+12,Left
6566,4,69,1.58E+12,Fwd
6567,5,48,1.58E+12,No
6568,4,70,1.58E+12,Fwd
6569,5,50,1.58E+12,No
6570,22,43,1.58E+12,No
6571,4,64,1.58E+12,Fwd
6572,5,60,1.58E+12,Left
6573,4,70,1.58E+12,Fwd
6574,5,63,1.58E+12,Left
6575,4,81,1.58E+12,Fwd
6576,5,67,1.58E+12,Left
6577,4,90,1.58E+12,Fwd
6578,5,61,1.58E+12,Left
6579,4,100,1.58E+12,Fwd
6580,5,54,1.58E+12,No
6581,4,93,1.58E+12,Fwd
6582,5,50,1.58E+12,No
6583,4,83,1.58E+12,Fwd
6584,5,51,1.58E+12,No
6585,4,78,1.58E+12,Fwd
6586,5,53,1.58E+12,No
6587,22,57,1.58E+12,No
6588,4,57,1.58E+12,No
6589,5,43,1.58E+12,No
6590,4,53,1.58E+12,No
6591,5,44,1.58E+12,No
6592,4,63,1.58E+12,Fwd
6593,5,48,1.58E+12,No
6594,4,57,1.58E+12,No
6595,5,57,1.58E+12,No
6596,4,75,1.58E+12,Fwd
6597,5,67,1.58E+12,Left
6598,22,38,1.58E+12,No
6599,22,41,1.58E+12,No
6600,4,66,1.58E+12,Fwd
6601,5,74,1.58E+12,Left
6602,4,63,1.58E+12,Fwd
6603,5,66,1.58E+12,Left
6604,4,78,1.58E+12,Fwd
6605,5,61,1.58E+12,Left
6606,22,37,1.58E+12,No
6607,4,64,1.58E+12,Fwd
6608,5,63,1.58E+12,Left
6609,22,58,1.58E+12,No
6610,4,90,1.58E+12,Fwd
6611,5,56,1.58E+12,No
6612,4,96,1.58E+12,Fwd
6613,5,63,1.58E+12,Left
6614,4,88,1.58E+12,Fwd
6615,5,56,1.58E+12,No
6616,4,100,1.58E+12,Fwd
6617,5,56,1.58E+12,No
6618,4,93,1.58E+12,Fwd
6619,5,67,1.58E+12,Left
6620,22,46,1.58E+12,No
6621,22,45,1.58E+12,No
6622,4,81,1.58E+12,Fwd
6623,5,60,1.58E+12,Left
6624,4,81,1.58E+12,Fwd
6625,5,74,1.58E+12,Left
6626,4,63,1.58E+12,Fwd
6627,5,64,1.58E+12,Left
6628,22,36,1.58E+12,No
6629,4,74,1.58E+12,Fwd
6630,5,57,1.58E+12,No
6631,4,74,1.58E+12,Fwd
6632,5,56,1.58E+12,No
6633,4,60,1.58E+12,Fwd
6634,5,47,1.58E+12,No
6635,4,66,1.58E+12,Fwd
6636,5,54,1.58E+12,No
6637,4,53,1.58E+12,No
6638,5,54,1.58E+12,No
6639,22,38,1.58E+12,No
6640,4,50,1.58E+12,No
6641,5,48,1.58E+12,No
6642,4,61,1.58E+12,Fwd
6643,5,56,1.58E+12,No
6644,4,66,1.58E+12,Fwd
6645,5,53,1.58E+12,No
6646,4,60,1.58E+12,Fwd
6647,5,44,1.58E+12,No
6648,22,39,1.58E+12,No
6649,22,40,1.58E+12,No
6650,4,60,1.58E+12,Fwd
6651,5,57,1.58E+12,No
6652,4,61,1.58E+12,Fwd
6653,5,48,1.58E+12,No
6654,22,40,1.58E+12,No
6655,4,63,1.58E+12,Fwd
6656,5,44,1.58E+12,No
6657,4,63,1.58E+12,Fwd
6658,5,51,1.58E+12,No
6659,4,61,1.58E+12,Fwd
6660,5,47,1.58E+12,No
6661,4,64,1.58E+12,Fwd
6662,5,50,1.58E+12,No
6663,4,64,1.58E+12,Fwd
6664,5,47,1.58E+12,No
6665,22,46,1.58E+12,No
6666,4,57,1.58E+12,No
6667,5,44,1.58E+12,No
6668,4,63,1.58E+12,Fwd
6669,5,60,1.58E+12,Left
6670,4,75,1.58E+12,Fwd
6671,5,50,1.58E+12,No
6672,22,40,1.58E+12,No
6673,22,58,1.58E+12,No
6674,4,74,1.58E+12,Fwd
6675,5,56,1.58E+12,No
6676,22,35,1.58E+12,No
6677,22,43,1.58E+12,No
6678,4,78,1.58E+12,Fwd
6679,5,66,1.58E+12,Left
6680,4,78,1.58E+12,Fwd
6681,5,50,1.58E+12,No
6682,4,54,1.58E+12,No
6683,5,47,1.58E+12,No
6684,4,53,1.58E+12,No
6685,5,51,1.58E+12,No
6686,22,40,1.58E+12,No
6687,4,53,1.58E+12,No
6688,5,40,1.58E+12,No
6689,22,56,1.58E+12,No
6690,4,60,1.58E+12,Fwd
6691,5,40,1.58E+12,No
6692,22,37,1.58E+12,No
6693,4,80,1.58E+12,Fwd
6694,5,51,1.58E+12,No
6695,4,66,1.58E+12,Fwd
6696,5,43,1.58E+12,No
6697,4,61,1.58E+12,Fwd
6698,5,40,1.58E+12,No
6699,4,47,1.58E+12,No
6700,5,38,1.58E+12,No
6701,4,41,1.58E+12,No
6702,5,38,1.58E+12,No
6703,4,56,1.58E+12,No
6704,5,43,1.58E+12,No
6705,4,74,1.58E+12,Fwd
6706,5,56,1.58E+12,No
6707,4,84,1.58E+12,Fwd
6708,5,66,1.58E+12,Left
6709,22,40,1.58E+12,No
6710,4,78,1.58E+12,Fwd
6711,5,64,1.58E+12,Left
6712,4,67,1.58E+12,Fwd
6713,5,57,1.58E+12,No
6714,4,60,1.58E+12,Fwd
6715,5,47,1.58E+12,No
6716,4,60,1.58E+12,Fwd
6717,5,41,1.58E+12,No
6718,4,67,1.58E+12,Fwd
6719,5,48,1.58E+12,No
6720,4,81,1.58E+12,Fwd
6721,5,43,1.58E+12,No
6722,4,78,1.58E+12,Fwd
6723,5,54,1.58E+12,No
6724,4,74,1.58E+12,Fwd
6725,5,60,1.58E+12,Left
6726,4,74,1.58E+12,Fwd
6727,5,56,1.58E+12,No
6728,22,38,1.58E+12,No
6729,4,67,1.58E+12,Fwd
6730,5,70,1.58E+12,Left
6731,4,83,1.58E+12,Fwd
6732,5,60,1.58E+12,Left
6733,22,33,1.58E+12,No
6734,4,84,1.58E+12,Fwd
6735,5,51,1.58E+12,No
6736,4,74,1.58E+12,Fwd
6737,5,40,1.58E+12,No
6738,4,81,1.58E+12,Fwd
6739,5,41,1.58E+12,No
6740,4,74,1.58E+12,Fwd
6741,5,40,1.58E+12,No
6742,4,81,1.58E+12,Fwd
6743,5,40,1.58E+12,No
6744,4,94,1.58E+12,Fwd
6745,5,51,1.58E+12,No
6746,4,87,1.58E+12,Fwd
6747,5,38,1.58E+12,No
6748,4,81,1.58E+12,Fwd
6749,5,41,1.58E+12,No
6750,4,67,1.58E+12,Fwd
6751,5,43,1.58E+12,No
6752,4,60,1.58E+12,Fwd
6753,5,35,1.58E+12,No
6754,22,38,1.58E+12,No
6755,22,41,1.58E+12,No
6756,22,59,1.58E+12,No
6757,4,57,1.58E+12,No
6758,5,37,1.58E+12,No
6759,4,51,1.58E+12,No
6760,5,41,1.58E+12,No
6761,4,63,1.58E+12,Fwd
6762,5,50,1.58E+12,No
6763,4,54,1.58E+12,No
6764,5,51,1.58E+12,No
6765,4,67,1.58E+12,Fwd
6766,5,44,1.58E+12,No
6767,4,66,1.58E+12,Fwd
6768,5,40,1.58E+12,No
6769,4,56,1.58E+12,No
6770,5,44,1.58E+12,No
6771,4,61,1.58E+12,Fwd
6772,5,50,1.58E+12,No
6773,4,53,1.58E+12,No
6774,5,63,1.58E+12,Left
6775,4,66,1.58E+12,Fwd
6776,5,80,1.58E+12,Left
6777,4,77,1.58E+12,Fwd
6778,5,69,1.58E+12,Left
6779,22,37,1.58E+12,No
6780,4,75,1.58E+12,Fwd
6781,5,67,1.58E+12,Left
6782,4,81,1.58E+12,Fwd
6783,5,61,1.58E+12,Left
6784,4,69,1.58E+12,Fwd
6785,5,54,1.58E+12,No
6786,4,67,1.58E+12,Fwd
6787,5,60,1.58E+12,Left
6788,4,70,1.58E+12,Fwd
6789,5,66,1.58E+12,Left
6790,22,40,1.58E+12,No
6791,4,61,1.58E+12,Fwd
6792,5,69,1.58E+12,Left
6793,4,83,1.58E+12,Fwd
6794,5,69,1.58E+12,Left
6795,4,84,1.58E+12,Fwd
6796,5,66,1.58E+12,Left
6797,4,88,1.58E+12,Fwd
6798,5,67,1.58E+12,Left
6799,22,42,1.58E+12,No
6800,22,43,1.58E+12,No
6801,4,97,1.58E+12,Fwd
6802,5,74,1.58E+12,Left
6803,4,83,1.58E+12,Fwd
6804,5,53,1.58E+12,No
6805,4,83,1.58E+12,Fwd
6806,5,50,1.58E+12,No
6807,4,70,1.58E+12,Fwd
6808,5,44,1.58E+12,No
6809,4,70,1.58E+12,Fwd
6810,5,48,1.58E+12,No
6811,22,39,1.58E+12,No
6812,4,67,1.58E+12,Fwd
6813,5,69,1.58E+12,Left
6814,4,60,1.58E+12,Fwd
6815,5,70,1.58E+12,Left
6816,4,63,1.58E+12,Fwd
6817,5,64,1.58E+12,Left
6818,4,60,1.58E+12,Fwd
6819,5,64,1.58E+12,Left
6820,4,54,1.58E+12,No
6821,5,43,1.58E+12,No
6822,22,39,1.58E+12,No
6823,22,58,1.58E+12,No
6824,4,60,1.58E+12,Fwd
6825,5,50,1.58E+12,No
6826,4,67,1.58E+12,Fwd
6827,5,67,1.58E+12,Left
6828,22,39,1.58E+12,No
6829,22,54,1.58E+12,No
6830,4,75,1.58E+12,Fwd
6831,5,66,1.58E+12,Left
6832,22,38,1.58E+12,No
6833,22,62,1.58E+12,Stop
6834,4,80,1.58E+12,Fwd
6835,5,74,1.58E+12,Left
6836,4,87,1.58E+12,Fwd
6837,5,69,1.58E+12,Left
6838,4,84,1.58E+12,Fwd
6839,5,64,1.58E+12,Left
6840,4,83,1.58E+12,Fwd
6841,5,56,1.58E+12,No
6842,4,96,1.58E+12,Fwd
6843,5,57,1.58E+12,No
6844,4,91,1.58E+12,Fwd
6845,5,60,1.58E+12,Left
6846,22,37,1.58E+12,No
6847,22,62,1.58E+12,Stop
6848,4,87,1.58E+12,Fwd
6849,5,51,1.58E+12,No
6850,4,67,1.58E+12,Fwd
6851,5,54,1.58E+12,No
6852,22,45,1.58E+12,No
6853,4,57,1.58E+12,No
6854,5,56,1.58E+12,No
6855,22,36,1.58E+12,No
6856,22,41,1.58E+12,No
6857,22,44,1.58E+12,No
6858,4,44,1.58E+12,No
6859,5,51,1.58E+12,No
6860,22,36,1.58E+12,No
6861,4,60,1.58E+12,Fwd
6862,5,51,1.58E+12,No
6863,22,56,1.58E+12,No
6864,22,45,1.58E+12,No
6865,4,57,1.58E+12,No
6866,5,53,1.58E+12,No
6867,4,61,1.58E+12,Fwd
6868,5,50,1.58E+12,No
6869,22,56,1.58E+12,No
6870,4,61,1.58E+12,Fwd
6871,5,41,1.58E+12,No
6872,22,56,1.58E+12,No
6873,4,35,1.58E+12,No
6874,5,50,1.58E+12,No
6875,22,41,1.58E+12,No
6876,4,41,1.58E+12,No
6877,5,53,1.58E+12,No
6878,22,37,1.58E+12,No
6879,4,30,1.58E+12,No
6880,5,64,1.58E+12,Left
6881,22,43,1.58E+12,No
6882,4,41,1.58E+12,No
6883,5,69,1.58E+12,Left
6884,22,45,1.58E+12,No
6885,22,41,1.58E+12,No
6886,4,57,1.58E+12,No
6887,5,69,1.58E+12,Left
6888,22,41,1.58E+12,No
6889,22,61,1.58E+12,Stop
6890,22,33,1.58E+12,No
6891,4,56,1.58E+12,No
6892,5,63,1.58E+12,Left
6893,22,42,1.58E+12,No
6894,4,66,1.58E+12,Fwd
6895,5,60,1.58E+12,Left
6896,22,42,1.58E+12,No
6897,22,41,1.58E+12,No
6898,4,56,1.58E+12,No
6899,5,61,1.58E+12,Left
6900,22,50,1.58E+12,No
6901,4,57,1.58E+12,No
6902,5,57,1.58E+12,No
6903,4,69,1.58E+12,Fwd
6904,5,61,1.58E+12,Left
6905,4,56,1.58E+12,No
6906,5,48,1.58E+12,No
6907,4,67,1.58E+12,Fwd
6908,5,44,1.58E+12,No
6909,4,56,1.58E+12,No
6910,5,38,1.58E+12,No
6911,4,64,1.58E+12,Fwd
6912,5,35,1.58E+12,No
6913,4,87,1.58E+12,Fwd
6914,5,54,1.58E+12,No
6915,4,96,1.58E+12,Fwd
6916,5,51,1.58E+12,No
6917,22,46,1.58E+12,No
6918,4,100,1.58E+12,Fwd
6919,5,61,1.58E+12,Left
6920,4,100,1.58E+12,Fwd
6921,5,67,1.58E+12,Left
6922,4,90,1.58E+12,Fwd
6923,5,51,1.58E+12,No
6924,4,80,1.58E+12,Fwd
6925,5,53,1.58E+12,No
6926,22,37,1.58E+12,No
6927,4,69,1.58E+12,Fwd
6928,5,48,1.58E+12,No
6929,4,60,1.58E+12,Fwd
6930,5,40,1.58E+12,No
6931,4,67,1.58E+12,Fwd
6932,5,40,1.58E+12,No
6933,4,66,1.58E+12,Fwd
6934,5,50,1.58E+12,No
6935,22,38,1.58E+12,No
6936,4,77,1.58E+12,Fwd
6937,5,47,1.58E+12,No
6938,4,75,1.58E+12,Fwd
6939,5,47,1.58E+12,No
6940,4,74,1.58E+12,Fwd
6941,5,64,1.58E+12,Left
6942,22,56,1.58E+12,No
6943,4,67,1.58E+12,Fwd
6944,5,63,1.58E+12,Left
6945,22,36,1.58E+12,No
6946,22,56,1.58E+12,No
6947,4,54,1.58E+12,No
6948,5,64,1.58E+12,Left
6949,22,48,1.58E+12,No
6950,4,50,1.58E+12,No
6951,5,64,1.58E+12,Left
6952,4,53,1.58E+12,No
6953,5,60,1.58E+12,Left
6954,4,61,1.58E+12,Fwd
6955,5,60,1.58E+12,Left
6956,22,47,1.58E+12,No
6957,4,63,1.58E+12,Fwd
6958,5,60,1.58E+12,Left
6959,4,81,1.58E+12,Fwd
6960,5,70,1.58E+12,Left
6961,4,70,1.58E+12,Fwd
6962,5,75,1.58E+12,Left
6963,4,75,1.58E+12,Fwd
6964,5,80,1.58E+12,Left
6965,4,88,1.58E+12,Fwd
6966,5,87,1.58E+12,Left
6967,4,96,1.58E+12,Fwd
6968,5,80,1.58E+12,Left
6969,4,100,1.58E+12,Fwd
6970,5,70,1.58E+12,Left
6971,4,100,1.58E+12,Fwd
6972,5,64,1.58E+12,Left
6973,4,100,1.58E+12,Fwd
6974,5,61,1.58E+12,Left
6975,4,100,1.58E+12,Fwd
6976,5,60,1.58E+12,Left
6977,4,100,1.58E+12,Fwd
6978,5,63,1.58E+12,Left
6979,4,83,1.58E+12,Fwd
6980,5,56,1.58E+12,No
6981,4,83,1.58E+12,Fwd
6982,5,43,1.58E+12,No
6983,4,78,1.58E+12,Fwd
6984,5,41,1.58E+12,No
6985,4,83,1.58E+12,Fwd
6986,5,38,1.58E+12,No
6987,4,97,1.58E+12,Fwd
6988,5,38,1.58E+12,No
6989,4,83,1.58E+12,Fwd
6990,5,38,1.58E+12,No
6991,4,69,1.58E+12,Fwd
6992,5,37,1.58E+12,No
6993,22,41,1.58E+12,No
6994,4,40,1.58E+12,No
6995,5,23,1.58E+12,No
6996,4,48,1.58E+12,No
6997,5,37,1.58E+12,No
6998,22,39,1.58E+12,No
6999,4,56,1.58E+12,No
7000,5,43,1.58E+12,No
7001,22,47,1.58E+12,No
7002,4,50,1.58E+12,No
7003,5,44,1.58E+12,No
7004,4,67,1.58E+12,Fwd
7005,5,51,1.58E+12,No
7006,4,64,1.58E+12,Fwd
7007,5,50,1.58E+12,No
7008,22,39,1.58E+12,No
7009,4,61,1.58E+12,Fwd
7010,5,50,1.58E+12,No
7011,22,45,1.58E+12,No
7012,4,61,1.58E+12,Fwd
7013,5,54,1.58E+12,No
7014,22,58,1.58E+12,No
7015,4,54,1.58E+12,No
7016,5,54,1.58E+12,No
7017,22,42,1.58E+12,No
7018,4,48,1.58E+12,No
7019,5,54,1.58E+12,No
7020,22,57,1.58E+12,No
7021,4,56,1.58E+12,No
7022,5,57,1.58E+12,No
7023,22,37,1.58E+12,No
7024,4,60,1.58E+12,Fwd
7025,5,48,1.58E+12,No
7026,22,57,1.58E+12,No
7027,4,54,1.58E+12,No
7028,5,51,1.58E+12,No
7029,22,44,1.58E+12,No
7030,4,44,1.58E+12,No
7031,5,35,1.58E+12,No
7032,22,41,1.58E+12,No
7033,22,57,1.58E+12,No
7034,4,47,1.58E+12,No
7035,5,30,1.58E+12,No
7036,22,37,1.58E+12,No
7037,22,60,1.58E+12,Stop
7038,4,66,1.58E+12,Fwd
7039,5,44,1.58E+12,No
7040,4,80,1.58E+12,Fwd
7041,5,50,1.58E+12,No
7042,22,44,1.58E+12,No
7043,4,83,1.58E+12,Fwd
7044,5,61,1.58E+12,Left
7045,22,41,1.58E+12,No
7046,4,64,1.58E+12,Fwd
7047,5,60,1.58E+12,Left
7048,4,51,1.58E+12,No
7049,5,53,1.58E+12,No
7050,4,51,1.58E+12,No
7051,5,43,1.58E+12,No
7052,4,61,1.58E+12,Fwd
7053,5,35,1.58E+12,No
7054,4,81,1.58E+12,Fwd
7055,5,44,1.58E+12,No
7056,4,81,1.58E+12,Fwd
7057,5,44,1.58E+12,No
7058,4,69,1.58E+12,Fwd
7059,5,37,1.58E+12,No
7060,4,56,1.58E+12,No
7061,5,44,1.58E+12,No
7062,4,53,1.58E+12,No
7063,5,48,1.58E+12,No
7064,4,69,1.58E+12,Fwd
7065,5,53,1.58E+12,No
7066,4,78,1.58E+12,Fwd
7067,5,66,1.58E+12,Left
7068,4,70,1.58E+12,Fwd
7069,5,61,1.58E+12,Left
7070,4,63,1.58E+12,Fwd
7071,5,44,1.58E+12,No
7072,4,34,1.58E+12,No
7073,5,29,1.58E+12,No
7074,4,37,1.58E+12,No
7075,5,14,1.58E+12,No
7076,22,57,1.58E+12,No
7077,22,39,1.58E+12,No
7078,4,44,1.58E+12,No
7079,5,26,1.58E+12,No
7080,4,60,1.58E+12,Fwd
7081,5,37,1.58E+12,No
7082,4,70,1.58E+12,Fwd
7083,5,43,1.58E+12,No
7084,22,42,1.58E+12,No
7085,22,55,1.58E+12,No
7086,4,69,1.58E+12,Fwd
7087,5,56,1.58E+12,No
7088,4,84,1.58E+12,Fwd
7089,5,61,1.58E+12,Left
7090,4,63,1.58E+12,Fwd
7091,5,61,1.58E+12,Left
7092,4,66,1.58E+12,Fwd
7093,5,56,1.58E+12,No
7094,4,64,1.58E+12,Fwd
7095,5,63,1.58E+12,Left
7096,4,54,1.58E+12,No
7097,5,41,1.58E+12,No
7098,4,63,1.58E+12,Fwd
7099,5,54,1.58E+12,No
7100,4,61,1.58E+12,Fwd
7101,5,60,1.58E+12,Left
7102,4,66,1.58E+12,Fwd
7103,5,64,1.58E+12,Left
7104,4,66,1.58E+12,Fwd
7105,5,70,1.58E+12,Left
7106,22,54,1.58E+12,No
7107,4,74,1.58E+12,Fwd
7108,5,64,1.58E+12,Left
7109,4,83,1.58E+12,Fwd
7110,5,69,1.58E+12,Left
7111,4,50,1.58E+12,No
7112,5,57,1.58E+12,No
7113,4,54,1.58E+12,No
7114,5,64,1.58E+12,Left
7115,4,53,1.58E+12,No
7116,5,54,1.58E+12,No
7117,22,43,1.58E+12,No
7118,4,69,1.58E+12,Fwd
7119,5,61,1.58E+12,Left
7120,4,63,1.58E+12,Fwd
7121,5,57,1.58E+12,No
7122,4,70,1.58E+12,Fwd
7123,5,56,1.58E+12,No
7124,4,93,1.58E+12,Fwd
7125,5,44,1.58E+12,No
7126,4,87,1.58E+12,Fwd
7127,5,43,1.58E+12,No
7128,4,74,1.58E+12,Fwd
7129,5,44,1.58E+12,No
7130,4,54,1.58E+12,No
7131,5,47,1.58E+12,No
7132,22,44,1.58E+12,No
7133,4,43,1.58E+12,No
7134,5,54,1.58E+12,No
7135,22,38,1.58E+12,No
7136,4,34,1.58E+12,No
7137,5,57,1.58E+12,No
7138,4,35,1.58E+12,No
7139,5,54,1.58E+12,No
7140,4,34,1.58E+12,No
7141,5,51,1.58E+12,No
7142,4,29,1.58E+12,No
7143,5,37,1.58E+12,No
7144,4,35,1.58E+12,No
7145,5,47,1.58E+12,No
7146,4,44,1.58E+12,No
7147,5,57,1.58E+12,No
7148,4,51,1.58E+12,No
7149,5,50,1.58E+12,No
7150,4,64,1.58E+12,Fwd
7151,5,61,1.58E+12,Left
7152,4,69,1.58E+12,Fwd
7153,5,47,1.58E+12,No
7154,22,45,1.58E+12,No
7155,4,66,1.58E+12,Fwd
7156,5,43,1.58E+12,No
7157,4,75,1.58E+12,Fwd
7158,5,57,1.58E+12,No
7159,22,47,1.58E+12,No
7160,4,67,1.58E+12,Fwd
7161,5,60,1.58E+12,Left
7162,4,81,1.58E+12,Fwd
7163,5,66,1.58E+12,Left
7164,4,81,1.58E+12,Fwd
7165,5,77,1.58E+12,Left
7166,4,81,1.58E+12,Fwd
7167,5,74,1.58E+12,Left
7168,4,81,1.58E+12,Fwd
7169,5,70,1.58E+12,Left
7170,22,46,1.58E+12,No
7171,4,77,1.58E+12,Fwd
7172,5,83,1.58E+12,Left
7173,4,78,1.58E+12,Fwd
7174,5,84,1.58E+12,Left
7175,22,47,1.58E+12,No
7176,22,67,1.58E+12,Stop
7177,4,61,1.58E+12,Fwd
7178,5,87,1.58E+12,Left
7179,4,66,1.58E+12,Fwd
7180,5,84,1.58E+12,Left
7181,22,44,1.58E+12,No
7182,4,66,1.58E+12,Fwd
7183,5,75,1.58E+12,Left
7184,22,44,1.58E+12,No
7185,4,56,1.58E+12,No
7186,5,56,1.58E+12,No
7187,4,66,1.58E+12,Fwd
7188,5,53,1.58E+12,No
7189,4,64,1.58E+12,Fwd
7190,5,50,1.58E+12,No
7191,4,64,1.58E+12,Fwd
7192,5,48,1.58E+12,No
7193,4,75,1.58E+12,Fwd
7194,5,63,1.58E+12,Left
7195,22,55,1.58E+12,No
7196,4,74,1.58E+12,Fwd
7197,5,56,1.58E+12,No
7198,4,74,1.58E+12,Fwd
7199,5,67,1.58E+12,Left
7200,4,75,1.58E+12,Fwd
7201,5,69,1.58E+12,Left
7202,4,80,1.58E+12,Fwd
7203,5,67,1.58E+12,Left
7204,4,90,1.58E+12,Fwd
7205,5,80,1.58E+12,Left
7206,4,91,1.58E+12,Fwd
7207,5,74,1.58E+12,Left
7208,4,100,1.58E+12,Fwd
7209,5,64,1.58E+12,Left
7210,4,91,1.58E+12,Fwd
7211,5,61,1.58E+12,Left
7212,22,46,1.58E+12,No
7213,22,42,1.58E+12,No
7214,4,74,1.58E+12,Fwd
7215,5,50,1.58E+12,No
7216,4,57,1.58E+12,No
7217,5,53,1.58E+12,No
7218,22,57,1.58E+12,No
7219,4,40,1.58E+12,No
